id,year,year update,Country Asset,cont,name_eng,name_esp,name_fra,file_eng,file_esp,file_fra,file_other,file_c,file_r,off_c,off_r,Main product,Diss,Prod Type,Prod,sub_n,River,Topic GCPE,Topic WR,Topic WU,Topic Irr,Topic Prosp,Abstract_eng,Abstract_esp,Abstract_fra,blankcell?
20.4,2013,2014,,,Geo-referenced dams maps for Southern and Eastern Asia,,,"<a href = ""http://www.fao.org/nr/water/aquastat/dams/region/D_SE Asia.kml""> Link </a>",,,,,Southern and Eastern Asia (Asia),"CHN,PRK,JPN,MNG,KOR,KHM,LAO,MMR,THA,VNM,BRN,IDN,MYS,PNG,PHL,SGP,TLS,BGD,BTN,IND,MDV,NPL,PAK,LKA",Southern and Eastern Asia (Asia),b_main_n,B_d_n,Google earth,Map,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"A google .kml file, suitable for viewing basins, rivers and dams in Google Earth. Click on each point for information about each dam. ","Un archivo google .kml, apropiado para ver las cuencas, ríos y presas en Google Earth. Haga clic en cada punto para obtener información acerca de cada presa (en inglés).","Un fichier google .kml, qui permet de voir la localisation des barrages dans Google Earth. Cliquez sur chaque point pour obtenir des informations à propos de chaque barrage (en anglais).",busy
20.5,2013,2014,,,Geo-referenced dams maps for Europe,,,"<a href = ""http://www.fao.org/nr/water/aquastat/dams/region/D_Europe.kml""> Link </a>",,,,,Europe (World),"BLR,EST,LVA,LTU,MDA,UKR,RUS,GIB,IMY,SJM,BIH,BGR,HRV,CZE,HUN,MNE,POL,ROU,SRB,SVK,SVN,ALB,CYP,GRC,VAT,ITA,MLT,MCO,PRT,SMR,ESP,MKD,DNK,FRO,FIN,ISL,NOR,SWE,AND,AUT,BEL,FRA,DEU,IRL,LIE,LUX,NLD,CHE,GBR",Europe (World),b_main_n,B_d_n,Google earth,Map,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"A google .kml file, suitable for viewing basins, rivers and dams in Google Earth. Click on each point for information about each dam. ","Un archivo google .kml, apropiado para ver las cuencas, ríos y presas en Google Earth. Haga clic en cada punto para obtener información acerca de cada presa (en inglés).","Un fichier google .kml, qui permet de voir la localisation des barrages dans Google Earth. Cliquez sur chaque point pour obtenir des informations à propos de chaque barrage (en anglais).",busy
20.6,2013,2014,,,Geo-referenced dams maps for Oceania,,,"<a href = ""http://www.fao.org/nr/water/aquastat/dams/region/D_Oceania.kml""> Link </a>",,,,,Oceania (World),"AUS,NZL,COK,FJI,KIR,MHL,FSM,NRU,NIU,PLW,WSM,SLB,TKL,TON,TUV,VUT,ASM,PYF,GUM,NCL,NFK,MNP,PCN,WLF",Oceania (World),b_main_n,B_d_n,Google earth,Map,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"A google .kml file, suitable for viewing basins, rivers and dams in Google Earth. Click on each point for information about each dam. ","Un archivo google .kml, apropiado para ver las cuencas, ríos y presas en Google Earth. Haga clic en cada punto para obtener información acerca de cada presa (en inglés).","Un fichier google .kml, qui permet de voir la localisation des barrages dans Google Earth. Cliquez sur chaque point pour obtenir des informations à propos de chaque barrage (en anglais).",busy
20.7,2005,2014,,,Geo-referenced dams maps for North America,,,"<a href = ""http://www.fao.org/nr/water/aquastat/dams/region/D_N. America.kml""> Link </a>",,,,,Northern America (Americas),"CAN,MEX,USA",Northern America (Americas),b_main_n,B_d_n,Google earth,Map,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"A google .kml file, suitable for viewing basins, rivers and dams in Google Earth. Click on each point for information about each dam. ","Un archivo google .kml, apropiado para ver las cuencas, ríos y presas en Google Earth. Haga clic en cada punto para obtener información acerca de cada presa (en inglés).","Un fichier google .kml, qui permet de voir la localisation des barrages dans Google Earth. Cliquez sur chaque point pour obtenir des informations à propos de chaque barrage (en anglais).",busy
21.1,2006,2013,,,The geo-referenced database on dams in Africa - Notes and References,,,"<a href = ""http://www.fao.org/nr/water/aquastat/dams/region/NotesRefAfricaDams.pdf""> Link </a>",,,,,Africa (World),,,b_main_n,B_d_Y,Pdf,Report,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Explanatory document providing specific information about the refrerences used, and brief notes on the more complicated dams contained in the excel spreadsheet.",Documento explicativo que proporciona información específica sobre las referencias usadas así como notas breves sobre las presas más complicadas incluidas en el archivo excel.,"Document explicatif (en anglais) qui fournit des informations spécifiques sur les références utilisées, et des brèves notes sur les barrages les plus compliqués du fichier Excel.",busy
21.2,2011,2013,,,The geo-referenced database on dams in the Middle East - Notes and References,,,"<a href = ""http://www.fao.org/nr/water/aquastat/dams/region/NotesRefMiddleEastDams.pdf""> Link </a>",,,,,Middle East (Asia),"BHR,KWT,OMN,QAT,SAU,ARE,YEM,ARM,AZE,GEO,IRN,IRQ,ISR,JOR,LBN,PSE,SYR,TUR",Middle East (Asia),b_main_n,B_d_Y,Pdf,Report,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Explanatory document providing specific information about the refrerences used, and brief notes on the more complicated dams contained in the excel spreadsheet.",Documento explicativo que proporciona información específica sobre las referencias usadas así como notas breves sobre las presas más complicadas incluidas en el archivo excel.,"Document explicatif (en anglais) qui fournit des informations spécifiques sur les références utilisées, et des brèves notes sur les barrages les plus compliqués du fichier Excel.",busy
21.3,2013,,,,The geo-referenced database on dams in the Central Asia - Notes and References,,,"<a href = ""http://www.fao.org/nr/water/aquastat/dams/region/NotesRefCentralAsiaDams.pdf""> Link </a>",,,,,Central Asia (Asia),"AFG,KAZ,KGZ,TJK,TKM,UZB",Central Asia (Asia),b_main_n,B_d_Y,Pdf,Report,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Explanatory document providing specific information about the refrerences used, and brief notes on the more complicated dams contained in the excel spreadsheet.",Documento explicativo que proporciona información específica sobre las referencias usadas así como notas breves sobre las presas más complicadas incluidas en el archivo excel.,"Document explicatif (en anglais) qui fournit des informations spécifiques sur les références utilisées, et des brèves notes sur les barrages les plus compliqués du fichier Excel.",busy
21.4,2013,,,,The geo-referenced database on dams in the Southern and Eastern Asia - Notes and References,,,"<a href = ""http://www.fao.org/nr/water/aquastat/dams/region/NotesRefSouthernEasternAsiaDams.pdf""> Link </a>",,,,,Southern and Eastern Asia (Asia),"CHN,PRK,JPN,MNG,KOR,KHM,LAO,MMR,THA,VNM,BRN,IDN,MYS,PNG,PHL,SGP,TLS,BGD,BTN,IND,MDV,NPL,PAK,LKA",Southern and Eastern Asia (Asia),b_main_n,B_d_Y,Pdf,Report,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Explanatory document providing specific information about the refrerences used, and brief notes on the more complicated dams contained in the excel spreadsheet.",Documento explicativo que proporciona información específica sobre las referencias usadas así como notas breves sobre las presas más complicadas incluidas en el archivo excel.,"Document explicatif (en anglais) qui fournit des informations spécifiques sur les références utilisées, et des brèves notes sur les barrages les plus compliqués du fichier Excel.",busy
22.1,2005,,,,Geo-referenced database of dams in Africa,,,"<a href = ""http://www.fao.org/geonetwork/srv/en/metadata.show?id=38077""> Link </a>",,,,,Africa (World),"DZA,EGY,LBY,MAR,TUN,AGO,CMR,CAF,COG,COD,GNQ,GAB,STP,BDI,ETH,KEN,RWA,UGA,TZA,BEN,CIV,GHA,GIN,GNB,LBR,NGA,SLE,TGO,COM,MDG,MUS,SYC,BWA,LSO,MWI,MOZ,NAM,ZAF,SWZ,ZMB,ZWE,BFA,CPV,TCD,DJI,ERI,GMB,MLI,MRT,NER,SEN,SOM,SDN,MYT,REU,SHN,ESH",Africa (World),b_main_n,B_d_Y,Web page,Spatial,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,A geo-referenced point database on dams in Africa.,,,busy
22.3,2013,,,,Geo-referenced database of dams in Central Asia,,,"<a href = ""http://www.fao.org/geonetwork/srv/en/metadata.show?id=42658""> Link </a>",,,,,Central Asia (Asia),"AFG,KAZ,KGZ,TJK,TKM,UZB",Central Asia (Asia),b_main_n,B_d_Y,Web page,Spatial,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,A geo-referenced point database on dams in Central Asia.,,,busy
22.4,2013,,,,Geo-referenced database of dams in Southern and Eastern Asia,,,"<a href = ""http://www.fao.org/geonetwork/srv/en/metadata.show?id=42655""> Link </a>",,,,,Southern and Eastern Asia (Asia),"CHN,PRK,JPN,MNG,KOR,KHM,LAO,MMR,THA,VNM,BRN,IDN,MYS,PNG,PHL,SGP,TLS,BGD,BTN,IND,MDV,NPL,PAK,LKA",Southern and Eastern Asia (Asia),b_main_n,B_d_Y,Web page,Spatial,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,A geo-referenced point database on dams in Southern and Eastern Asia,,,busy
23,2007,,,,Dams and agriculture in Africa,,,"<a href = ""ftp://ftp.fao.org/agl/aglw/docs/Aquastat_Dams_Africa_070524.pdf""> Link </a>",,,,,Africa (World),"DZA,EGY,LBY,MAR,TUN,AGO,CMR,CAF,COG,COD,GNQ,GAB,STP,BDI,ETH,KEN,RWA,UGA,TZA,BEN,CIV,GHA,GIN,GNB,LBR,NGA,SLE,TGO,COM,MDG,MUS,SYC,BWA,LSO,MWI,MOZ,NAM,ZAF,SWZ,ZMB,ZWE,BFA,CPV,TCD,DJI,ERI,GMB,MLI,MRT,NER,SEN,SOM,SDN,MYT,REU,SHN,ESH",Africa (World),b_main_n,B_d_Y,Pdf,Report,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,A document in which the importance of dams in Africa is reflected upon.,Un documento en el que se refleja la importancia de las presas en Africa.,Un document dans lequel une réflexion sur l'importance des barrages africain est faite.,busy
24,2005,2013,,,Geo-referenced dams database,Base de datos geo-referenciada sobre las presas,Bases de données géoréférencées sur les barrages,"<a href = ""http://www.fao.org/nr/water/aquastat/dams/index.stm""> Link </a>",http://www.fao.org/nr/water/aquastat/dams/indexesp.stm,http://www.fao.org/nr/water/aquastat/dams/indexfra.stm,,--,--,All,All,b_main_n,B_d_Y,Web page,Text,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Launch page and context for information on dams.,,,busy
26.1,2013,,,,Global map of irrigation areas - Afghanistan sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/AFG/index.stm""> Link </a>",,,,Afghanistan,,Afghanistan,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.2,2013,,,,Global map of irrigation areas - Angola sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/AGO/index.stm""> Link </a>",,,,Angola,,Angola,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.3,2013,,,,Global map of irrigation areas - Albania sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/ALB/index.stm""> Link </a>",,,,Albania,,Albania,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.4,2013,,,,Global map of irrigation areas - Andorra sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/AND/index.stm""> Link </a>",,,,Andorra,,Andorra,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.5,2013,,,,Global map of irrigation areas - United Arab Emirates sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/ARE/index.stm""> Link </a>",,,,United Arab Emirates,,United Arab Emirates,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.6,2013,,,,Global map of irrigation areas - Argentina sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/ARG/index.stm""> Link </a>",,,,Argentina,,Argentina,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.7,2013,,,,Global map of irrigation areas - Armenia sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/ARM/index.stm""> Link </a>",,,,Armenia,,Armenia,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.8,2013,,,,Global map of irrigation areas - Antigua and Barbuda sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/ATG/index.stm""> Link </a>",,,,Antigua and Barbuda,,Antigua and Barbuda,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.9,2013,,,,Global map of irrigation areas - Australia sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/AUS/index.stm""> Link </a>",,,,Australia,,Australia,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.10,2013,,,,Global map of irrigation areas - Austria sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/AUT/index.stm""> Link </a>",,,,Austria,,Austria,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.11,2013,,,,Global map of irrigation areas - Azerbaijan sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/AZE/index.stm""> Link </a>",,,,Azerbaijan,,Azerbaijan,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.12,2013,,,,Global map of irrigation areas - Burundi sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/BDI/index.stm""> Link </a>",,,,Burundi,,Burundi,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.13,2013,,,,Global map of irrigation areas - Belgium sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/BEL/index.stm""> Link </a>",,,,Belgium,,Belgium,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.14,2013,,,,Global map of irrigation areas - Benin sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/BEN/index.stm""> Link </a>",,,,Benin,,Benin,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.15,2013,,,,Global map of irrigation areas - Burkina Faso sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/BFA/index.stm""> Link </a>",,,,Burkina Faso,,Burkina Faso,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.16,2013,,,,Global map of irrigation areas - Bangladesh sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/BGD/index.stm""> Link </a>",,,,Bangladesh,,Bangladesh,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.17,2013,,,,Global map of irrigation areas - Bulgaria sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/BGR/index.stm""> Link </a>",,,,Bulgaria,,Bulgaria,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.18,2013,,,,Global map of irrigation areas - Bahrain sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/BHR/index.stm""> Link </a>",,,,Bahrain,,Bahrain,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.19,2013,,,,Global map of irrigation areas - Bosnia and Herzegovina sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/BIH/index.stm""> Link </a>",,,,Bosnia and Herzegovina,,Bosnia and Herzegovina,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.20,2013,,,,Global map of irrigation areas - Belarus sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/BLR/index.stm""> Link </a>",,,,Belarus,,Belarus,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
26.21,2013,,,,Global map of irrigation areas - Belize sub-national irrigation areas,,,"<a href = ""http://www.fao.org/nr/water/aquastat/irrigationmap/BLZ/index.stm""> Link </a>",,,,Belize,,Belize,,b_main_n,B_d_Y,Web page,Text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Analysis of the irrigation areas by country, including sub-national irrigation statistics.",,,busy
